question,answers,type,template_variant
"Who is the author of the book ""Truth vs. Falsehood: How To Tell the Difference""?",David R. Hawkins,book-author,author-of-book
"Who is the author of the book ""Sticletele""?",Donna Tartt,book-author,author-of-book
"Who is the author of the book ""Victory of Eagles""?",Naomi Novik,book-author,author-of-book
"Who is the author of the book ""The SF Collection""?",Richard K. Morgan,book-author,author-of-book
"Who wrote the book ""El Dorado: Further Adventures of the Scarlet Pimpernel""?",Emmuska Orczy,book-author,who-wrote-book
"Who is the author of the book ""Fruits Basket, Vol. 4""?",Natsuki Takaya,book-author,author-of-book
"Who wrote the book ""L'ultima riga delle favole""?",Massimo Gramellini,book-author,who-wrote-book
"Who wrote the book ""Suffering Is Optional: Three Keys to Freedom and Joy""?",Cheri Huber,book-author,who-wrote-book
"Who is the author of the book ""We Are As Gods: Back to the Land in the 1970s on the Quest for a New America""?",Kate Daloz,book-author,author-of-book
"Who is the author of the book ""The Horse You Came in On""?",Martha Grimes,book-author,author-of-book
"Who is the author of the book ""The Counselor: A Screenplay""?",Cormac McCarthy,book-author,author-of-book
"Who is the author of the book ""The Shark""?",Mary Burton,book-author,author-of-book
"Who is the author of the book ""A Stab in the Dark""?",Lawrence Block,book-author,author-of-book
"Who is the author of the book ""My Secret Garden""?",Nancy Friday,book-author,author-of-book
"Who is the author of the book ""White Man's Justice, Black Man's Grief""?",Donald Goines,book-author,author-of-book
"Who is the author of the book ""Eternal Love: The Immortal Witch Series""?",Maggie Shayne,book-author,author-of-book
"Who wrote the book ""Survivor""?",Chuck Palahniuk,book-author,who-wrote-book
"Who wrote the book ""Weniger als nichts - Hegel und der Schatten des dialektischen Materialismus""?",Slavoj Žižek,book-author,who-wrote-book
"Who wrote the book ""Daisy Fay And The Miracle Man""?",Fannie Flagg,book-author,who-wrote-book
"Who is the author of the book ""TRANCE Formation of America: True life story of a mind control slave""?",Cathy O'Brien,book-author,author-of-book
"Who wrote the book ""Studies in Pessimism: The Essays""?",Arthur Schopenhauer,book-author,who-wrote-book
"Who is the author of the book ""Retreat, Hell!""?",W.E.B. Griffin,book-author,author-of-book
"Who is the author of the book ""Slacker""?",Gordon Korman,book-author,author-of-book
"Who is the author of the book ""From Heaven He Came and Sought Her: Definite Atonement in Historical, Biblical, Theological, and Pastoral Perspective""?",John Piper,book-author,author-of-book
"Who wrote the book ""Not My Blood""?",Barbara Cleverly,book-author,who-wrote-book
"Who is the author of the book ""Hidden Summit""?",Robyn Carr,book-author,author-of-book
"Who is the author of the book ""A Slip of the Keyboard: Collected Nonfiction""?",Terry Pratchett,book-author,author-of-book
"Who is the author of the book ""The MacArthur New Testament Commentary Set of 30 volumes""?",John F. MacArthur Jr.,book-author,author-of-book
"Who wrote the book ""Dead Men's Boots""?",Mike Carey,book-author,who-wrote-book
"Who is the author of the book ""The Autobiography of a Yogi""?",Paramahansa Yogananda,book-author,author-of-book
"Who is the author of the book ""Heartbroken""?",Lisa Unger,book-author,author-of-book
"Who wrote the book ""What's The Worst That Could Happen?""?",Donald E. Westlake,book-author,who-wrote-book
"Who is the author of the book ""Machine Man""?",Max Barry,book-author,author-of-book
"Who is the author of the book ""Theories Of Relativity""?",Barbara Haworth-Attard,book-author,author-of-book
"Who wrote the book ""Wicked Pleasure""?",Lora Leigh,book-author,who-wrote-book
"Who wrote the book ""The Thames River Murders""?",Ashley Gardner,book-author,who-wrote-book
"Who is the author of the book ""The Mongoliad""?",Neal Stephenson,book-author,author-of-book
"Who is the author of the book ""Poems, 1923-1954""?",E.E. Cummings,book-author,author-of-book
"Who wrote the book ""Cinnamon Skin: A Travis McGee Novel""?",John D. MacDonald,book-author,who-wrote-book
"Who is the author of the book ""دين الفطرة""?",Jean-Jacques Rousseau,book-author,author-of-book
"Who is the author of the book ""The Colonels""?",W.E.B. Griffin,book-author,author-of-book
"Who is the author of the book ""1812: The Rivers of War""?",Eric Flint,book-author,author-of-book
"Who wrote the book ""Summer of the Monkeys""?",Wilson Rawls,book-author,who-wrote-book
"Who wrote the book ""The Housing Boom and Bust""?",Thomas Sowell,book-author,who-wrote-book
"Who wrote the book ""All But Alice""?",Phyllis Reynolds Naylor,book-author,who-wrote-book
"Who wrote the book ""Beyond Black""?",Hilary Mantel,book-author,who-wrote-book
"Who is the author of the book ""Just Send Me Word: A True Story of Love and Survival in the Gulag""?",Orlando Figes,book-author,author-of-book
"Who is the author of the book ""Keep Smiling Through""?",Ann Rinaldi,book-author,author-of-book
"Who is the author of the book ""Windhaven""?",George R.R. Martin,book-author,author-of-book
"Who is the author of the book ""Star Wars: Thrawn""?",Timothy Zahn,book-author,author-of-book
"Who wrote the book ""Neither Here, Nor There: Travels in Europe""?",Bill Bryson,book-author,who-wrote-book
"Who wrote the book ""My Perfect Life""?",Lynda Barry,book-author,who-wrote-book
"Who wrote the book ""The Lotus Eater""?",W. Somerset Maugham,book-author,who-wrote-book
"Who is the author of the book ""Dawn and the Surfer Ghost""?",Ann M. Martin,book-author,author-of-book
"Who is the author of the book ""Screw It, Let's Do It: Lessons In Life""?",Richard Branson,book-author,author-of-book
"Who wrote the book ""A House Full of Females: Plural Marriage and Women's Rights in Early Mormonism, 1835-1870""?",Laurel Thatcher Ulrich,book-author,who-wrote-book
"Who wrote the book ""Poems New and Collected""?",Wisława Szymborska,book-author,who-wrote-book
"Who is the author of the book ""Media Control: The Spectacular Achievements of Propaganda""?",Noam Chomsky,book-author,author-of-book
"Who is the author of the book ""Because of Miss Bridgerton""?",Julia Quinn,book-author,author-of-book
"Who wrote the book ""Crabwalk""?",Günter Grass,book-author,who-wrote-book
"Who wrote the book ""Trailerpark""?",Russell Banks,book-author,who-wrote-book
"Who wrote the book ""Sinbad""?",Kurt Vonnegut Jr.,book-author,who-wrote-book
"Who is the author of the book ""Red Doc>""?",Anne Carson,book-author,author-of-book
"Who wrote the book ""The Husserl Dictionary""?",Dermot Moran,book-author,who-wrote-book
"Who wrote the book ""An Old Fashioned Girl""?",Louisa May Alcott,book-author,who-wrote-book
"Who is the author of the book ""The Diary of Anaïs Nin, Vol. 7: 1966-1974""?",Anaïs Nin,book-author,author-of-book
"Who wrote the book ""How to Feel Confident: Simple Tools for Instant Success""?",Leil Lowndes,book-author,who-wrote-book
"Who is the author of the book ""The Dying Grass: A Novel of the Nez Perce War""?",William T. Vollmann,book-author,author-of-book
"Who is the author of the book ""Far & Away: Reporting from the Brink of Change: Seven Continents, Twenty-Five Years""?",Andrew Solomon,book-author,author-of-book
"Who is the author of the book ""Practical Theology: Spiritual Direction from St. Thomas Aquinas""?",Peter Kreeft,book-author,author-of-book
"Who is the author of the book ""Stay with Me""?",Jennifer L. Armentrout,book-author,author-of-book
"Who wrote the book ""The Basic Kafka""?",Franz Kafka,book-author,who-wrote-book
"Who is the author of the book ""Heartbeat""?",Danielle Steel,book-author,author-of-book
"Who is the author of the book ""The Glimpses of the Moon""?",Edith Wharton,book-author,author-of-book
"Who is the author of the book ""Five Go to Smuggler's Top""?",Enid Blyton,book-author,author-of-book
"Who is the author of the book ""The Idaho Affairs""?",Bobby Underwood,book-author,author-of-book
"Who is the author of the book ""L. M. MONTGOMERY – Ultimate Collection: 20 Novels & 170+ Short Stories, Poetry, Letters and Autobiography (Including The Complete Anne of Green Gables ... Kilmeny of the Orchard and many more""?",L.M. Montgomery,book-author,author-of-book
"Who wrote the book ""March""?",Geraldine Brooks,book-author,who-wrote-book
"Who is the author of the book ""Careless Love""?",Peter Robinson,book-author,author-of-book
"Who is the author of the book ""Jeeves and the Feudal Spirit""?",P.G. Wodehouse,book-author,author-of-book
"Who is the author of the book ""Prayers for the Assassin""?",Robert Ferrigno,book-author,author-of-book
"Who wrote the book ""Eugene Onegin, Vol. II""?",Vladimir Nabokov,book-author,who-wrote-book
"Who is the author of the book ""Five Little Peppers and How They Grew""?",Margaret Sidney,book-author,author-of-book
"Who wrote the book ""Rumors of Another World: What on Earth Are We Missing?""?",Philip Yancey,book-author,who-wrote-book
"Who wrote the book ""Sanctuary""?",Brenda Novak,book-author,who-wrote-book
"Who is the author of the book ""Death Star""?",Michael Reaves and Steve Perry,book-author,author-of-book
"Who wrote the book ""The Prize""?",Julie Garwood,book-author,who-wrote-book
"Who wrote the book ""You Can Do It--Even if Others Say You Can't""?",John Mason,book-author,who-wrote-book
"Who is the author of the book ""The Thirteenth Tale""?",Diane Setterfield,book-author,author-of-book
"Who wrote the book ""Everlasting""?",Angie Frazier,book-author,who-wrote-book
"Who wrote the book ""Isaac Asimov's Science Fiction Magazine, February 1980""?",George H. Scithers,book-author,who-wrote-book
"Who is the author of the book ""Mirrors: Stories of Almost Everyone""?",Eduardo Galeano,book-author,author-of-book
"Who is the author of the book ""The Little Book of Talent: 52 Tips for Improving Your Skills""?",Daniel Coyle,book-author,author-of-book
"Who wrote the book ""Mom & Me & Mom""?",Maya Angelou,book-author,who-wrote-book
"Who wrote the book ""The Red Circle: My Life in the Navy SEAL Sniper Corps and How I Trained America's Deadliest Marksmen""?",Brandon Webb,book-author,who-wrote-book
"Who is the author of the book ""The Penny-a-Worder""?",Cornell Woolrich,book-author,author-of-book
"Who wrote the book ""Brother Odd""?",Dean Koontz,book-author,who-wrote-book
"Who is the author of the book ""Mutants: On Genetic Variety and the Human Body""?",Armand Marie Leroi,book-author,author-of-book
"Who is the author of the book ""¿Controla Dios todas Las Cosas?""?",R.C. Sproul,book-author,author-of-book
"Who wrote the book ""When to Rob a Bank: A Rogue Economist's Guide to the World""?",Steven D. Levitt,book-author,who-wrote-book
"Who is the author of the book ""Unfiltered Thought: A Political Philosophy""?",Slavoj Žižek,book-author,author-of-book
"Who wrote the book ""Bad Behavior""?",Mary Gaitskill,book-author,who-wrote-book
"Who is the author of the book ""Collected Poems, 1909-1962""?",T. S. Eliot,book-author,author-of-book
"Who wrote the book ""Love Quotes""?",Delano Johnson,book-author,who-wrote-book
"Who is the author of the book ""La fiesta del Chivo""?",Mario Vargas Llosa,book-author,author-of-book
"Who wrote the book ""The Quotable Anais Nin: 365 Quotations with Citations""?",Anaïs Nin,book-author,who-wrote-book
"Who is the author of the book ""The Book of Disquiet: The Complete Edition""?",Fernando Pessoa,book-author,author-of-book
"Who is the author of the book ""The Stepford Wives""?",Chuck Palahniuk,book-author,author-of-book
"Who wrote the book ""The White Company""?",Arthur Conan Doyle,book-author,who-wrote-book
"Who wrote the book ""Hands Free Mama: A Guide to Putting Down the Phone, Burning the To-Do List, and Letting Go of Perfection to Grasp What Really Matters!""?",Rachel Macy Stafford,book-author,who-wrote-book
"Who wrote the book ""James""?",Chris A. Vlachos,book-author,who-wrote-book
"Who is the author of the book ""The Friends We Keep""?",Susan Mallery,book-author,author-of-book
"Who wrote the book ""Hombres y engranajes / Heterodoxia""?",Ernesto Sabato,book-author,who-wrote-book
"Who is the author of the book ""Brand New Justice: How Branding Places and Products Can Help the Developing World""?",Simon Anholt,book-author,author-of-book
"Who wrote the book ""Undone""?",Karin Slaughter,book-author,who-wrote-book
"Who wrote the book ""The Mind-Body Problem""?",Rebecca Goldstein,book-author,who-wrote-book
"Who wrote the book ""The Politically Incorrect Guide to Islam""?",Robert Spencer,book-author,who-wrote-book
"Who wrote the book ""Bloodsport""?",Matt Braun,book-author,who-wrote-book
"Who is the author of the book ""Eight Ways to Keep the Devil Under Your Feet""?",Joyce Meyer,book-author,author-of-book
"Who is the author of the book ""El ingenioso hidalgo don Quijote de la Mancha""?",Miguel de Cervantes Saavedra,book-author,author-of-book
"Who wrote the book ""The Grand Sophy""?",Georgette Heyer,book-author,who-wrote-book
"Who is the author of the book ""This Rake of Mine""?",Elizabeth Boyle,book-author,author-of-book
"Who is the author of the book ""Los hijos de los días""?",Eduardo Galeano,book-author,author-of-book
"Who is the author of the book ""Green Shadows, White Whale: A Novel of Ray Bradbury's Adventures Making Moby Dick with John Huston in Ireland""?",Ray Bradbury,book-author,author-of-book
"Who wrote the book ""Ancient Evenings""?",Norman Mailer,book-author,who-wrote-book
"Who wrote the book ""Dark Legend""?",Christine Feehan,book-author,who-wrote-book
"Who is the author of the book ""Great Tales of Terror and the Supernatural""?",H.G. Wells,book-author,author-of-book
"Who is the author of the book ""The Forgery of Venus""?",Michael Gruber,book-author,author-of-book
"Who is the author of the book ""The Atlantis Complex""?",Eoin Colfer,book-author,author-of-book
